rank,slug,title,category,priority,governance_state,verification_score_percent,priority_score,score_before_priority_floor,priority_floor_applied,queue_band,queue_label,risk_points,search_demand_tier,search_demand_points,search_demand_source,search_demand_source_field,temporary_proxy_match,escalation_frequency_tier,escalation_frequency_points,escalation_frequency_source,business_criticality_tier,business_criticality_points,business_criticality_source,evidence_readiness_points,promotion_ready,missing_requirements
306,perform-a-device-health-check,Perform a device health check,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
307,perform-an-office-equipment-relocation,Perform an office equipment relocation,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
308,perform-initial-incident-triage,Perform initial incident triage,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
309,perform-shift-handover-for-open-incidents,Perform shift handover for open incidents,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
310,prepare-a-device-for-reassignment,Prepare a device for reassignment,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
311,prepare-a-device-for-warranty-repair,Prepare a device for warranty repair,Hardware & Peripherals,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
312,prepare-a-standard-corporate-workstation,Prepare a standard corporate workstation,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
313,prepare-and-validate-a-high-priority-video-conference,Prepare and validate a high-priority video conference,"Voice, Telephony & Meeting Rooms",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
314,preserve-chain-of-custody-for-a-device,Preserve chain of custody for a device,Security & Compliance,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
315,process-a-hardware-request,Process a hardware request,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
316,process-a-software-installation-request,Process a software installation request,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
317,process-a-standard-service-request,Process a standard service request,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
318,process-a-vendor-rma,Process a vendor RMA,Hardware & Peripherals,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
319,provide-secure-remote-support,Provide secure remote support,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
320,provide-secure-remote-support-to-macos,Provide secure remote support to macOS,macOS Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
321,record-a-new-asset-in-inventory,Record a new asset in inventory,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
322,recover-a-corrupted-office-document,Recover a corrupted Office document,"Data Protection, Backup & Recovery",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
323,recover-a-frozen-citrix-session,Recover a frozen Citrix session,"Remote Access, VDI & DaaS",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
324,recover-a-frozen-or-unresponsive-windows-session,Recover a frozen or unresponsive Windows session,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
325,recover-accidentally-deleted-local-files,Recover accidentally deleted local files,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
326,recover-mobile-access-after-a-forgotten-passcode,Recover mobile access after a forgotten passcode,Mobile Devices & MDM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
327,reimage-a-managed-windows-device,Reimage a managed Windows device,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
328,remove-corporate-data-from-a-personal-device,Remove corporate data from a personal device,Mobile Devices & MDM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
329,remove-inappropriate-or-expired-access,Remove inappropriate or expired access,Identity & Access Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
330,rename-a-corporate-windows-device,Rename a corporate Windows device,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
331,replace-a-device-at-end-of-life,Replace a device at end of life,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
332,replace-a-lost-or-changed-authenticator-device,Replace a lost or changed authenticator device,Identity & Access Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
333,report-a-suspected-social-engineering-call,Report a suspected social-engineering call,Security & Compliance,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
334,reset-approved-access-to-an-azure-virtual-machine,Reset approved access to an Azure virtual machine,Cloud & Virtualisation,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
335,resolve-a-full-mailbox,Resolve a full mailbox,Microsoft 365 & Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
336,resolve-a-google-workspace-storage-quota-issue,Resolve a Google Workspace storage quota issue,Google Workspace & Web Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
337,resolve-a-missing-dll-or-runtime-dependency,Resolve a missing DLL or runtime dependency,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
338,resolve-a-remote-desktop-black-screen,Resolve a Remote Desktop black screen,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
339,resolve-an-azure-virtual-desktop-black-screen,Resolve an Azure Virtual Desktop black screen,"Remote Access, VDI & DaaS",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
340,resolve-low-virtualisation-datastore-capacity,Resolve low virtualisation datastore capacity,Cloud & Virtualisation,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
341,respond-to-an-impossible-travel-alert,Respond to an impossible-travel alert,Security & Compliance,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
342,restore-a-disabled-user-account,Restore a disabled user account,Identity & Access Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
343,restore-an-accidentally-deleted-file,Restore an accidentally deleted file,"Data Protection, Backup & Recovery",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
344,review-and-remove-stale-vm-snapshots-safely,Review and remove stale VM snapshots safely,Cloud & Virtualisation,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
345,rollback-a-problematic-device-driver,Rollback a problematic device driver,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
346,securely-collect-logs-for-the-security-team,Securely collect logs for the security team,Security & Compliance,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
347,securely-transfer-large-business-files,Securely transfer large business files,"Data Protection, Backup & Recovery",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
348,securely-wipe-a-retired-device,Securely wipe a retired device,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
349,support-a-vip-or-executive-user,Support a VIP or executive user,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
350,triage-a-web-server-http-500-error,Triage a web server HTTP 500 error,Servers & Core Infrastructure,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
351,triage-a-web-server-http-503-error,Triage a web server HTTP 503 error,Servers & Core Infrastructure,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
352,troubleshoot-a-browser-extension-conflict,Troubleshoot a browser extension conflict,Business Applications & Browsers,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
353,troubleshoot-a-browser-sign-in-loop,Troubleshoot a browser sign-in loop,Business Applications & Browsers,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
354,troubleshoot-a-citrix-application-launch,Troubleshoot a Citrix application launch,"Remote Access, VDI & DaaS",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
355,troubleshoot-a-damaged-or-loose-charging-port,Troubleshoot a damaged or loose charging port,Hardware & Peripherals,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
356,troubleshoot-a-failing-storage-device,Troubleshoot a failing storage device,Hardware & Peripherals,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
357,troubleshoot-a-hyper-v-virtual-machine-that-is-unresponsive,Troubleshoot a Hyper-V virtual machine that is unresponsive,Cloud & Virtualisation,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
358,troubleshoot-a-laptop-battery-not-charging,Troubleshoot a laptop battery not charging,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
359,troubleshoot-a-legacy-application-compatibility-issue,Troubleshoot a legacy application compatibility issue,Business Applications & Browsers,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
360,troubleshoot-a-load-balanced-application-endpoint,Troubleshoot a load-balanced application endpoint,Cloud & Virtualisation,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
361,troubleshoot-a-macos-kernel-panic,Troubleshoot a macOS kernel panic,macOS Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
362,troubleshoot-a-print-server,Troubleshoot a print server,Servers & Core Infrastructure,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
363,troubleshoot-a-room-booking-panel,Troubleshoot a room booking panel,"Voice, Telephony & Meeting Rooms",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
364,troubleshoot-a-softphone-sign-in,Troubleshoot a softphone sign-in,"Voice, Telephony & Meeting Rooms",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
365,troubleshoot-a-vmware-virtual-machine-that-is-unresponsive,Troubleshoot a VMware virtual machine that is unresponsive,Cloud & Virtualisation,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
366,troubleshoot-a-windows-file-share,Troubleshoot a Windows file share,Servers & Core Infrastructure,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
367,troubleshoot-a-zoom-room-system,Troubleshoot a Zoom Room system,"Voice, Telephony & Meeting Rooms",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
368,troubleshoot-an-application-access-denied-error,Troubleshoot an application access-denied error,Business Applications & Browsers,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
